"genus","species","newcarabids_author_carabids_source","newcarabids_comment_carabids_source","newcarabids_referencebodysize_carabids_source","newcarabids_referenceclassification_carabids_source","newcarabids_referencedistribution_carabids_source","newcarabids_referenceeyesize_carabids_source","newcarabids_referencehabitatpreference_carabids_source","newcarabids_referencehwd_carabids_source","newcarabids_referencetrophiclevel_carabids_source","newmartin2019_authority_martin2019_source","newtamburini_source.of.pest.trait.information_tamburini_source","newglobalants_contributor_globalants_source","newarthropodtraits_author_arthropodtraits_source","newcarabids_referencehibernation_carabids_source","newcarabids_referencehuntingabilities_carabids_source","newsesync_citation_sesync_source","newemerystickytrap_literature_emerysticky_source","newemerystickytrap_litforsize_emerysticky_source","newcarabids_referenceactivitytime_carabids_source","newcarabids_referencereproduction_carabids_source","newemerypitfalltrap_literature_emerypit_source"
"camponotus","dorycus confusus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","ephippium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","essigi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanders Nate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","evae gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","floridanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","foreli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GÛmez Crisanto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","friedae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","gasseri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","gigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","gouldianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","havilandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","herculeanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","irredux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","itoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","laevigatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanders Nate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","lateralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angulo Elena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","leae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","leydigi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","ligniperdus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GÛmez Crisanto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","melanoticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","minimus gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","near aurocinctus sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","near capito sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","near capito sp. SS 1  near capito sp. SS 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","nigriceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","novogranadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","pennsylvannicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chick Lacy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","pilicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GÛmez Crisanto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","prosseri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","pseudoirritans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","quadriceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","rotundus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","rubidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","rubiginosis gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","rubiginosis gp. sp. SS 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","rufipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sanguinifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","senex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","similimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","socius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp. 20 aff. janeti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp. 21 aff. janeti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp. 42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp. 5 aff. poecilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp. prox. Cingulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp._16_rubiginosus_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp._24_claripes_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp._4_pellax_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp._8_discors_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","sp._9_novaehollandiae_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","trajanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","triangulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","truncatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GÛmez Crisanto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","un01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","un10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","vicinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanders Nate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","vitreus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","wanangus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","arcensis","Herbst","Jeannel 1942a: 1071 Freude et al. 2006: 462 arboreal under bark spring breeder pine and conifers","Turin et al. 2003: 79","Löbl & Smetana 2003","Löbl & Smetana 2003 Lindroth 1961","Freude et al. 2006: 54","GAC Ed. 2009","Freude et al. 2006: 54","Freude et al. 2006: 54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","auratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heuer 1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","auronitens","Fabricius",NA,"Raynaud 1970: 4","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 34","GAC Ed. 2009","Raynaud 1970: 4","Freude et al. 2006: 34","Fabricius 1792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","cancellatus","Illiger",NA,"Freude et al. 2006: 39","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 39","GAC Ed. 2009","Freude et al. 2006: 39","Freude et al. 2006: 39","Illiger 1798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","clatratus","Linné",NA,"Freude et al. 2006: 38 Turin et al. 2003: 78","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 38","GAC Ed. 2009","Freude et al. 2006: 38 Turin et al. 2003: 78","Freude et al. 2006: 38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","convexus","Fabricius","Breuning 1932-1935","Turin et al. 2003: 104","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 49","GAC Ed. 2009","Turin et al. 2003: 104","Freude et al. 2006: 49","Fabricius 1775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","coriaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Géhin 1885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","glabratus","Paykull",NA,"Turin et al. 2003: 102","Löbl & Smetana 2003","Lindroth 1961","Freude et al. 2006: 52","GAC Ed. 2009","Turin et al. 2003: 102","Freude et al. 2006: 52","Paykull 1790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","granulatus","Linne",NA,"Freude et al. 2006: 41","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 41","GAC Ed. 2009","Lindroth 1985/86: 54","Freude et al. 2006: 41","Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","hortensis","Linn",NA,"Turin et al. 2003: 102","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006:52","GAC Ed. 2009","Lindroth 1985/86: 58","Freude et al. 2006:52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","hungaricus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","intricatus","Linn",NA,"Lindroth 1985/86: 61 Turin et al. 2003: 108","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 49","GAC Ed. 2009","Lindroth 1985/86: 61 Turin et al. 2003: 108","Freude et al. 2006: 49","Linnaeus 1761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","irregularis","Fabricius",NA,"Freude et al. 2006: 46","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 46","GAC Ed. 2009","Freude et al. 2006: 46","Freude et al. 2006: 46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","linnei","Panzer",NA,"Freude et al. 2006: 57","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 57","GAC Ed. 2009","Freude et al. 2006: 57","Freude et al. 2006: 57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","menetriesi","Hummel",NA,"Freude et al. 2006: 42","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 42","GAC Ed. 2009","Freude et al. 2006: 42","Freude et al. 2006: 42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","monilis","Fabricius",NA,"Lindroth 1985/86: 54","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 55","GAC Ed. 2009","Lindroth 1985/86: 54","Freude et al. 2006: 55","Fabricius 1792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","nemoralis","O. F. M",NA,"Turin et al. 2003: 92","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 51","GAC Ed. 2009","Turin et al. 2003: 92","Freude et al. 2006: 51","Müller 1764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","nitens","Linn",NA,"Lindroth 1985/86: 60","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 33","GAC Ed. 2009","Lindroth 1985/86: 60","Freude et al. 2006: 33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","problematicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbst 1786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","scabriusculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Olivier 1795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","scheidleri","Panzer",NA,"Freude et al. 2006:56","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006:56","GAC Ed. 2009","Turin et al. 2003: 83","Freude et al. 2006:56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","sylvestris","Panzer",NA,"Freude et al. 2006: 59","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 59","GAC Ed. 2009","Freude et al. 2006: 59","Freude et al. 2006: 59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","ulrichii","Gennar",NA,"Freude et al. 2006: 40 Turin et al. 2003: 82","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 40","GAC Ed. 2009","Freude et al. 2006: 40 Turin et al. 2003: 82","Freude et al. 2006: 40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","variolosus","Fabricius",NA,"Freude et al. 2006: 37","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 37",NA,"Freude et al. 2006: 37","Freude et al. 2006: 37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","violaceus","Linne",NA,NA,"Löbl & Smetana 2003","Löbl & Smetana 2003",NA,"GAC Ed. 2009",NA,NA,"Letzner 1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardiocondyla","193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardiocondyla","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardiocondyla","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardiocondyla","emeryi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardiocondyla","microseta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardiocondyla","obscurior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardiocondyla","sp._1_nuda_complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardiocondyla","wroughtonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","anophtalma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","atoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","crassiuscula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","jiangxiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","melasolena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","panamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","reina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carebara","urichi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","bilineatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephens 1834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","corticinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1806",NA,NA,"Gravenhorst 1806",NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","elongatulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erichson 1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mannerheim 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","impressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boisduval & Lacordaire 1835",NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","rivularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motschulsky 1860",NA,NA,NA,NA,NA,NA,NA,NA
"centromerita","bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1833",NA,NA,"Blackwall 1833",NA,NA,NA,NA,NA,NA,NA,NA
"centromerus","brevipalpus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Menge 1866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"centromerus","leruthi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fage 1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"centromerus","sylvaticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1841",NA,NA,NA,NA,NA,NA,NA,NA
"cephalotes","atratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cephalotes","betoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cephalotes","minutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cephalotes","pallidoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cephalotes","persimilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cephalotes","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cephalotes","simillimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cephus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latreille 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerambyx","cerdo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerambyx","scopolii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","brevis gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","cf. flavaclavatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","clarki gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","desposyne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
