genus,species,invasive.to.political.region1_globalants_invasive,contributor_globalants_source,caste_globalants_other,whole.body.length..mm._globalants_body,colony.type_globalants_other,activity_globalants_other,diet_globalants_feeding,political.region1_globalants_invasive,continent_globalants_invasive
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,93,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,96,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,9,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,leae,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,leae,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,leae,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,?fieldi  fieldi,Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,?fieldi  fieldi,Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,?fieldi  fieldi,Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,?fieldi  fieldi,Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"flavipes gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"flavipes gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"flavipes gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"flavipes gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"flavipes gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"flavipes gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"leave laeve gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"leave laeve gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"leave laeve gp., sp. SS 2 & leave laeve gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"leave laeve gp., sp. SS 2 & leave laeve gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"leave laeve gp., sp. SS 2 & leave laeve gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"leave laeve gp., sp. SS 2 & leave laeve gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"rothsteini gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"rothsteini gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"rothsteini gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"rothsteini gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,"sordidum gp., sp. SS 3",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,viride,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,intrudens,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,intrudens,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,intrudens,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,intrudens,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,intrudens,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,intrudens,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,intrudens,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,intrudens,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp. 3,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp. 3,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp. 3,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp. 3,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp. 3,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,pharaonis,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,pharaonis,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp. 5 aff. floricola,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp. 5 aff. floricola,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp. 5 aff. floricola,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,pharaonis,Unknown,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
monomorium,pharaonis,Unknown,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
octostruma,balzani,Unknown,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist predator (1),Not in paper,Not in paper
octostruma,petiolata,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
octostruma,rugifera,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
octostruma,sp.L,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
octostruma,stenognatha,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Major,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,sp._Nr._Turneri,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,75,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,65,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,relictus,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,meinerti,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,simillimus,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,simillimus,Unknown,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,testaceus,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,bauri,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Specialist predator (6),Not in paper,Not in paper
odontomachus,affinis,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,chelifer,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
odontomachus,monticola,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,monticola,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,monticola,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,monticola,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,monticola,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,monticola,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,monticola,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,sp.2,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,sp.2,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,sp.2,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
odontomachus,chelifer,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
odontomachus,chelifer,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
odontomachus,bauri,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
oligomyrmex,20,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
oligomyrmex,73,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
oligomyrmex,110,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
oligomyrmex,117,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
oligomyrmex,128,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
oligomyrmex,142,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,caffraria,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,caffraria,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,caffraria,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,caffraria,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,caffraria,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,caffraria,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,peringueyi,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,peringueyi,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,peringueyi,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,peringueyi,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,peringueyi,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,peringueyi,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,pumicosa,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,pumicosa,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,pumicosa,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,pumicosa,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,pumicosa,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
pachycondyla,pumicosa,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
