presence_emerysticky_other,subclase_emerysticky_other,order_emerysticky_other,superfamily_emerysticky_other,family_emerysticky_other,subfamily_emerysticky_other,tribe_emerysticky_other,genus,species,number_emerysticky_other,location_emerysticky_other,dietbreadth_emerysticky_feeding,trophiclevel_emerysticky_feeding,functionalgroup_emerysticky_other,habitat_emerysticky_habitat,diet_emerysticky_feeding,moreinfo_emerysticky_other,nat_inv_un_emerysticky_invasive,countryconfirmed_emerysticky_invasive,literature_emerysticky_source,size_mm.min._emerysticky_body,size_mm.largestifrange._emerysticky_body,onesize_mm_emerysticky_body,litforsize_emerysticky_source
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,M2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,"C2,E4,L4",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,M4,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"K3,L1",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,A2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"H2,I2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"D1,I2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,D2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,I3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,5,"D1,E4,H4,J1,J3",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"E3,F3",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"D3,H2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J4,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,A3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"C4,I3",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"B3,C2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,I1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,C3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,C3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E4,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"E2,K4",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,I3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,C2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,L1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,C1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,D4,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"J1,K2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,3,"C1,C3,H3",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K4,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"D4,L3",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,L1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,4,"A3,D2,H1,H3",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"E1,J2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,H1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,4,"B4,C2,D2,E2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,3,"B3,D3,L2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,L4,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,F4,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,3,"C4,J1,K1",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E4,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,M2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,L2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"E4,I2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,H3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,L2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"D1,K1",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"C2,H2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,B3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"I2,K2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,D1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J4,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,D2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,C2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,C1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"I3,L3",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,H3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"H2,J2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,D2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,D3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,B2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,J2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"F3,F4",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,3,"A2,B2,J3",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,3,"D3,I2,J2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,E2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,C2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,H3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,L3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,L2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,C1,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,F2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,D3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,F3,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"A1,A2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,2,"C4,M2",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,7,"D2,E4,F4,I1,J1,L3",Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,eriopis,connexa,1,K2,Generalist,Predator,CanopyPredator,Canopy&Ground,"aphids,Leps",,Nat,UY,"Serra2013,Nascimiento2021,Ximenez-Embun2014",4.3,5.6,4.95,coccinellidae.cl
