"","carabidid_carabids_other","subfamily_carabids_other","tribe_carabids_other","subtribe_carabids_other","genus","subgenus_carabids_other","species","author_carabids_source","yearofdesc_carabids_other","region_carabids_other","range_carabids_other","countries_carabids_other","hindwingdevelopment_carabids_other","maxsize_carabids_body","minsize_carabids_body","eyesize_carabids_other","trophiclevel_carabids_feeding","visualhunter_carabids_feeding","snailhunter_carabids_feeding","collembolehunter_carabids_feeding","isopodhunter_carabids_feeding","habitatpreference_carabids_habitat","hibernation_carabids_other","activitystart_carabids_other","activityend_carabids_other","reprospring_carabids_other","reprosummer_carabids_other","reproautumn_carabids_other","reprowinter_carabids_other","comment_carabids_source","isactive_carabids_other","distributionarea_carabids_other","distributioncenterlatitude_carabids_other","distributioncenterlongitude_carabids_other","referenceid_carabids_other","carabididref_carabids_other","referenceclassification_carabids_source","referencedistribution_carabids_source","referencebodysize_carabids_source","referencehwd_carabids_source","referenceeyesize_carabids_source","referencetrophiclevel_carabids_source","referencehuntingabilities_carabids_source","referencehabitatpreference_carabids_source","referencehibernation_carabids_source","referenceactivitytime_carabids_source","referencereproduction_carabids_source","x"
"148",1456,"Trechinae","Bembidiini","Bembidiina","bembidion","Sinechostictus","inustum","Jacquelin du Val",1857,"Central Europe","widespread","AU,BE,FR,GE,HU,IT,LS,SL,SP,SZ","winged",6,5,"25 - 50 %","Predator","checked","","","","3,8,9","Imago","","","checked","","",NA,"",1,350,51,9,1456,1456,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 197","Ortuno & Toribio (2005): 72","Freude et al. (2006): 197","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"149",1459,"Trechinae","Bembidiini","Bembidiina","bembidion","Philochthus","iricolor","Bedel",1879,"Central Europe","widespread","BE,DE,FR,GB,GE,GR,IT,MA,NL,PT,SP,LB,MO,TU,IN,IS,","winged",5,3,"25 - 50 %","Predator","selected","","","","1","Imago","","","selected","","",NA,"",1,350,51,9,1459,1459,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Antoine (1955): 143","Antoine (1955): 143","Antoine (1955): 143","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"150",1505,"Trechinae","Bembidiini","Bembidiina","bembidion","Metallina","lampros","Herbst",1784,"Central Europe","widespread","AB,AL,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LS,LT,LU,MC,MD,NL,NR,NT,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,MO,TU,ES,KI,KZ,TD,TR,UZ,WS","dimorphic",4,2,"25 - 50 %","Predator","checked","","","","1","Imago","","","checked","","",NA,"",1,350,51,9,1505,1505,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 147","Ortuno & Toribio (2005): 279","Lindroth (1985/86): 147","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"151",1507,"Trechinae","Bembidiini","Bembidiina","bembidion","Bracteon","lapponicum","Zetterstedt",1828,"Central Europe","widespread","EN,FI,GB,GE,DE,LA,NR,NT,SV,ES,FE,KZ,WS","winged",5,4,"","Predator","checked","","","","","","","","","","",NA,"Jeannel (1941): 543, Freude et al. (2006): 170, Ortuno & Toribio (2005): 303, spring breeder",1,350,51,9,1507,1507,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","","","","Hengeveld (1980)","Hengeveld (1980)","","","","",NA
"152",1508,"Trechinae","Bembidiini","Bembidiina","bembidion","Eurytrachelus","laticolle","Duftschmid",1812,"Central Europe","widespread","AU,BU,CZ,FR,GE,HU,IT,MD,RO,SK,SL,ST,SZ,UK,YU","winged",6,5,"25 - 50 %","Predator","checked","","","","","Imago","","","checked","","",NA,"Jeanne (1995): 159",1,350,51,9,1508,1508,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 172","Jeannel (1941): 541","","Lindroth (1985/86)","Hengeveld (1980)","","Lindroth (1985/86)","","",NA
"153",1509,"Trechinae","Bembidiini","Bembidiina","bembidion","Peryphanes","latinum","Netolitzky",1911,"Central Europe","widespread","CR,FR,GE,HU,IT,SL,SP,SZ","winged",6,4,"25 - 50 %","Predator","checked","","","","3","","","","","","",NA,"J. M?ller (1918): 54",1,350,51,9,1509,1509,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 185","Ortuno & Toribio (2005): 224","Freude et al. (2006): 185","Hengeveld (1980)","Hengeveld (1980)","GAC, Ed. (2009)","","","",NA
"154",1529,"Trechinae","Bembidiini","Bembidiina","bembidion","Bracteon","litorale","Olivier",1790,"Central Europe","widespread","AU,BE,BH,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IT,LA,LT,LU,MD,NL,NR,NT,RO,SK,SL,SV,ST,SZ,UK,YU,ES,KZ,WS","winged",6,5,"25 - 50 %","Predator","checked","","","","1,3","Imago","","","checked","","",NA,"",1,350,51,9,1529,1529,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 144","Lindroth (1985/86): 144","Lindroth (1985/86): 144","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"155",1534,"Trechinae","Bembidiini","Bembidiina","bembidion","Bembidionetolitzkya","longipes","K. Daniel",1902,"Central Europe","widespread","AU,FR,GE,IT,SL,SP,SZ","winged",8,6,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"J. M?ller (1918): 103",1,350,51,9,1534,1534,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 181","Jeannel (1941): 501","Freude et al. (2006): 181","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"156",1541,"Trechinae","Bembidiini","Bembidiina","bembidion","Asioperyphus","lunatum","Duftschmid",1812,"Central Europe","widespread","AU,BE,BY,CR,CT,CZ,DE,EN,FR,GB,GE,HU,IR,IT,LA,LT,LU,MD,NL,NR,PL,RO,SK,SL,ST,SV,SZ,UK,ES,KI,KZ,WS","winged",6,5,"25 - 50 %","Predator","checked","","","","1,3,4,5","Larva","","","checked","","",NA,"Apfelbeck (1904): 96",1,350,51,9,1541,1541,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 188","Turin (2000): 288","Freude et al. (2006): 188","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"157",1543,"Trechinae","Bembidiini","Bembidiina","bembidion","Philochthus","lunulatum","Fourcroy",1785,"Central Europe","widespread","AU,BE,BH,BU,BY,CT,CR,CZ,DE,EN,FR,GB,GE,GR,HU,IR,IT,LA,LT,LU,MA,MD,NL,PL,PT,RO,SK,SL,SP,SV,SZ,UK,YU,MO,TU,IN,TR","winged",4,3,"25 - 50 %","Predator","checked","","","","1,3,4,5,8,9","Imago","","","checked","","",NA,"incertae sedis, Lindroth(1985/86): 188",1,350,51,9,1543,1543,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 204","Lindroth (1985/86): 172","Freude et al. (2006): 204","Lindroth (1985/86): 172","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86): 172","","",NA
"158",1553,"Trechinae","Bembidiini","Bembidiina","bembidion","Philochthus","mannerheimii","C. R. Sahlberg",1910,"Central Europe","widespread","AU,BE,BH,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IR,IT,LA,LS,LT,MC,MD,NL,NR,NT,RO,SK,SL,SP,SV,SZ,UK,YU,ES,WS","dimorphic",3,2,"25 - 50 %","Predator","checked","","","","1,3,4,5","Imago","","","checked","","",NA,"",1,350,51,9,1553,1553,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 205","Ortuno & Toribio (2005): 135 (makropter), Barndt et al. (1991): 250 (brachypter)","Freude et al. (2006): 205","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"159",1555,"Trechinae","Bembidiini","Bembidiina","bembidion","Peryphus","maritimum","Stephens",1839,"Central Europe","widespread","BE,DE,FR,GB,GE,IR,NL,PT,SP","winged",5,5,"25 - 50 %","Predator","checked","","","","1,3","Imago","","","checked","","",NA,"",1,350,51,9,1555,1555,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 197","Desender (1989): 28","Lindroth (1985/86): 197","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"160",1567,"Trechinae","Bembidiini","Bembidiina","bembidion","Peryphanes","milleri","Jacquelin du Val",1852,"Central Europe","widespread","AU,BE,BH,CR,CZ,FR,GE,IT,LU,MC,NL,PL,PT,SL,SZ,YU,BY,CT,LT,MD,SK,UK","winged",4,4,"25 - 50 %","Predator","checked","","","","3,8","Imago","","","checked","","",NA,"",1,350,51,9,1567,1567,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 187","Desender (1989): 29","Freude et al. (2006): 187","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"161",1568,"Trechinae","Bembidiini","Bembidiina","bembidion","Sinechostictus","millerianum","Heyden",1883,"Central Europe","widespread","AU,BH,CZ,GE,IT,LU,MC,GR,PL,RO,SK,SL,ST,UK,YU","winged",6,5,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"Lindroth: 183",1,350,51,9,1568,1568,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 195","Freude et al. (2006): 195","Freude et al. (2006): 195","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"162",1569,"Trechinae","Bembidiini","Bembidiina","bembidion","Emphanes","minimum","Fabricius",1792,"Central Europe","widespread","AR,AU,BE,BH,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,GR,HU,IR,IT,LA,LT,LU,MD,NL,NR,NT,PT,RO,SK,SP,ST,SV,UK,YU,AG,MO,TU,ES,FE,IN,KZ,WS","winged",3,2,"","Predator","checked","","","","1,3,4,8,9","","","","","","",NA,"Ortuno & Toribio (2005): 257",1,350,51,9,1569,1569,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 158","Lindroth (1985/86): 158","Lindroth (1985/86): 158","Lindroth (1985/86): 158","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86): 158","","",NA
"163",1574,"Trechinae","Bembidiini","Bembidiina","bembidion","Ocydromus","modestum","Fabricius",1801,"Central Europe","widespread","AU,BE,BH,BU,BY,CT,CZ,FR,GE,HU,IT,LT,MD,RO,SK,SL,SZ,UK","winged",5,4,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"",1,350,51,9,1574,1574,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 187, Chatenet (2005): 335","Turin (2000): 291","Freude et al. (2006): 187","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"164",1577,"Trechinae","Bembidiini","Bembidiina","bembidion","Peryphiolus","monticola","Sturm",1825,"Central Europe","widespread","AU,BE,BH,BY,CR,CZ,DE,FI,FR,GB,GE,HU,IR,IT,LA,LT,MC,NL,PL,RO,SK,SL,SP,SZ,UK,AR,GG,ST,TR","winged",5,4,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"Lindroth (1985/86): 182",1,350,51,9,1577,1577,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Ortuno & Toribio (2005): 213","Ortuno & Toribio (2005): 213","Ortuno & Toribio (2005): 213","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"165",1588,"Trechinae","Bembidiini","Bembidiina","bembidion","Philochthus","neresheimeri","J. Müller",1929,"Central Europe","widespread","AU,BY,CT,CZ,GE,LT,SK,SL,ST,UK,TR","shortwinged",3,3,"25 - 50 %","Predator","checked","","","","1,4","Imago","","","","","",NA,"Jeannel (1941): 513, Freude et al. (2006): 186, spring breeder",1,350,51,9,1588,1588,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 205","Freude et al. (2006): 205","Lindroth (1985/86)","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"166",1592,"Trechinae","Bembidiini","Bembidiina","bembidion","Neja","nigricorne","Gyllenhal",1827,"Central Europe","widespread","BE,CZ,DE,EN,FI,FR,GB,GE,LA,NL,NR,NT,SV","dimorphic",4,2,"25 - 50 %","Predator","checked","","","","4,7","Imago","","","checked","","",NA,"",1,350,51,9,1592,1592,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 172","Chatenet (2005): 354","Freude et al. (2006): 172","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"167",1601,"Trechinae","Bembidiini","Bembidiina","bembidion","Emphanes","normannum","Dejean",1831,"Central Europe","widespread","BE,DE,FR,GB,GE,IR,NL,PT,SP,AL,BH,CR,GR,IT,MA,SP,YU,AG,EG,LB,MO,TU","winged",3,2,"25 - 50 %","Predator","checked","","","","1","Imago","","","checked","","",NA,"",1,350,51,9,1601,1601,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 200","Lindroth (1985/86): 159","Lindroth (1985/86): 159","Lindroth (1985/86): 159","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86): 159","","",NA
"168",1605,"Trechinae","Bembidiini","Bembidiina","bembidion","Notaphus","obliquum","Sturm",1825,"Central Europe","widespread","AR,AU,BE,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IT,LA,LT,LU,MD,NL,NR,NT,PL,RO,SK,ST,SV,SZ,YU,ES,FE,GAN,IN,JA,KZ,MG,SCH,WS","winged",4,3,"25 - 50 %","Predator","checked","","","","1,3,4","Imago","","","checked","","",NA,"Jeannel (1941a): 518, spring breeder",1,350,51,9,1605,1605,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 157","Lindroth (1985/86): 157","Lindroth (1985/86): 157","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"169",1609,"Trechinae","Bembidiini","Bembidiina","bembidion","Trepanes","octomaculatum","Goeze",1777,"Central Europe","widespread","AB,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,ES,FI,FR,GB,GE,GG,GR,HU,IT,LA,LT,LU,MC,MD,NL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,AG,MO,TU,IS,JA,Kl,KZ,TD,TM,TR,ZU,WS","winged",2,2,"25 - 50 %","Predator","checked","","","","1,3,4,5","Imago","","","checked","","",NA,"Bonavita (2001)",1,350,51,9,1609,1609,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 202","Barndt et al. (1991): 251","Freude et al. (2006): 202","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"170",1623,"Trechinae","Bembidiini","Bembidiina","bembidion","Actedium","pallidipenne","Illiger",1802,"Central Europe","widespread","BE,BY,CT,DE,EN,FR,GB,GE,IR,LA,LT,NL,NR,PT,SP,SV","winged",5,4,"25 - 50 %","Predator","checked","","","","1","Imago","","","checked","","",NA,"",1,350,51,9,1623,1623,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Ortuno & Toribio (2005): 168","Lindroth (1985/86): 153","Ortuno & Toribio (2005): 168","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"171",1655,"Trechinae","Bembidiini","Bembidiina","bembidion","Plataphus","prasinum","Duftschmid",1812,"Central Europe","widespread","AU,BE,CZ,EN,FI,FR,GB,GE,HU,IT,LA,NL,NR,NT,SK,SL,SP,SV,SZ,UK,ES,FE,KZ,WS","winged",6,4,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"Ortuno & Toribio (2005): 246",1,350,51,9,1655,1655,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 352","Lindroth (1985/86): 180","Chatenet (2005): 352","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"172",1656,"Trechinae","Bembidiini","Bembidiina","bembidion","Metallina","properans","Stephens",1828,"Central Europe","widespread","AB,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LS,LT,LU,MC,MD,NL,NR,NT,PL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,FE,IN,IQ,IQ,KI,KZ,TD,TM,TR,UZ,WS","dimorphic",4,3,"25 - 50 %","Predator","checked","","","","1,3,4,9","Imago","","","checked","","",NA,"J. M?ller (1918): 77",1,350,51,9,1656,1656,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 173, Chatenet (2005): 354","Freude et al. (2006): 173","Freude et al. (2006): 173","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"173",1658,"Trechinae","Bembidiini","Bembidiina","bembidion","Bembidionetolitzkya","pseudascendens","Manderbach & M",2004,"Central Europe","restricted","GE","winged",7,6,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"",1,350,51,9,1658,1658,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 181","Freude et al. (2006): 181","Freude et al. (2006): 181","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"174",1667,"Trechinae","Bembidiini","Bembidiina","bembidion","Princidium","punctulatum","Drapiez",1820,"Central Europe","widespread","AB,AR,GG,ST,IN,TR,AU,BE,BH,BY,CR,CS,CT,CZ,EN,FI,FR,GB,GE,GR,HU,IR,IT,LA,LT,LU,MC,MD,NT,PL,PT,RO,SK,SL,SP,SZ,UK,YU,AG,MO,TU","winged",6,4,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"",1,350,51,9,1667,1667,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 346","Lindroth (1985/86): 151","Chatenet (2005): 346","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"175",1670,"Trechinae","Bembidiini","Bembidiina","bembidion","Chlorodium","pygmaeum","Fabricius",1792,"Central Europe","widespread","AU,BE,BH,BU,BY,CR,CT,CZ,EN,FI,FR,GE,HU,IT,LA,LS,LT,MC,MD,NT,RO,SK,SL,SP,ST,SZ,UK,YU","winged",4,3,"","Predator","checked","","","","3,7,8,9","","","","","","",NA,"",1,350,51,9,1670,1670,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","","","","Hengeveld (1980)","Hengeveld (1980)","GAC, Ed. (2009)","","","",NA
"176",1676,"Trechinae","Bembidiini","Bembidiina","bembidion","Bembidion","quadrimaculatum","Linn",1761,"Central Europe","widespread","AF,AB,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IT,LA,LT,LU,MD,NL,NR,NT,PA,PL,PT,RO,SL,SK,SP,ST,SV,SZ,UK,YU,ES,IN,IQ,KA,KI,KZ,TD,TM,TR,WS,BEI,MG,SCH,XIZ,TU,MO XIZ SCH MG KZ FE ES BEI TR TD KI AF PA KA","winged",3,2,"25 - 50 %","Predator","checked","","","","1,8,9","Imago","","","checked","","",NA,"",1,350,51,9,1676,1676,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 201","Barndt et al. (1991): 251","Lindroth (1985/86)","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"177",1678,"Trechinae","Bembidiini","Bembidiina","bembidion","Bembidion","quadripustulatum","Audinet-Serville",1821,"Central Europe","widespread","AB,AR,AU,BE,BH,BY,CR,CT,CZ,FR,GB,GE,GG,GR,HU,IT,LA,LT,LU,MC,MD,NL,PL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,CY,ES,FE,IQ,IS,KI,KZ,NMO,TD,TM,TR,UZ,WS,IN,MO,TU,AF,PA IN","winged",4,3,"25 - 50 %","Predator","checked","","","","3,4","Imago","","","checked","","",NA,"",1,350,51,9,1678,1678,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al:: 202, Ortuno & Toribio (2005): 148","Lindroth (1985/86): 170","Freude et al. (2006): 202","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"178",1695,"Trechinae","Bembidiini","Bembidiina","bembidion","Paraprincidium","ruficolle","Panzer",1796,"Central Europe","widespread","BY,CT,DE,EN,FI,GE,LA,LT,MD,NT,SK,ST,SV,UK,WS","winged",3,3,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"",1,350,51,9,1695,1695,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 153","Lindroth (1985/86): 153","Lindroth (1985/86): 153","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"179",1696,"Trechinae","Bembidiini","Bembidiina","bembidion","Sinechostictus","ruficorne","Sturm",1825,"Central Europe","widespread","AU,BE,BH,CZ,FR,GE,HU,IT,MC,RO,SK,SL,SP,ST,SZ,YU","winged",7,5,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"",1,350,51,9,1696,1696,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 350","Jeannel (1941): 531","Chatenet (2005): 350","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"180",1707,"Trechinae","Bembidiini","Bembidiina","bembidion","Ocydromus","saxatile","Gyllenhal",1827,"Central Europe","widespread","AU,BE,BY,CT,DE,EN,FI,FR,GB,GE,IR,IT,LA,LT,MD,NR,NT,ST,SV,UK,TM,TP,KI,MG,KZ,FE,ES,CH,UZ,TD,KA","dimorphic",5,4,"25 - 50 %","Predator","checked","","","","1,3","Imago","","","checked","","",NA,"Turin (2000): 291, Freude et al. (2006): 187, Chatenet (2005): 335, spring breeder",1,350,51,9,1707,1707,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 336","Jeannel (1941): 505, Lindroth (1985/86): 198","Chatenet (2005): 336","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"181",1709,"Trechinae","Bembidiini","Bembidiina","bembidion","Euperyphus","scapulare","Dejean",1831,"Central Europe","widespread","BH,FR,IT,MC,SL,SZ,YU,CZ,GR,PL,RO,SK,UK,AU,SP,UK,AU,GE","winged",5,4,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"",1,350,51,9,1709,1709,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 189","Jeannel (1941): 507","Freude et al. (2006): 189","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"182",1714,"Trechinae","Bembidiini","Bembidiina","bembidion","Semicampa","schueppelii","Dejean",1831,"Central Europe","widespread","AU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IT,LA,MD,NR,NT,RO,SK,SL,ST,SV,SZ,UK,ES,KI,KZ,WS","dimorphic",3,2,"25 - 50 %","Predator","checked","","","","3,4","Imago","","","checked","","",NA,"",1,350,51,9,1714,1714,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1941): 466","Lindroth (1945): 279","Jeannel (1941): 466","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"183",1723,"Trechinae","Bembidiini","Bembidiina","bembidion","Notaphus","semipunctatum","Donovan",1806,"Central Europe","widespread","AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IT,LA,LT,MD,NL,NR,NT,RO,SK,SL,ST,SV,SZ,UK,YU,ES,FE,JA,KZ,MG,TR,WS","winged",4,3,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"Netolitzky (1943a): 62",1,350,51,9,1723,1723,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 175","Lindroth (1985/86): 156","Freude et al. (2006): 175","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"184",1749,"Trechinae","Bembidiini","Bembidiina","bembidion","Eupetedromus","starkii","Schaum",1860,"Central Europe","widespread","AU,CR,GE,HU,SL,SZ,UK","winged",6,5,"25 - 50 %","Predator","checked","","","","3,4","Imago","","","checked","","",NA,"",1,350,51,9,1749,1749,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 175","Freude et al. (2006): 175","Freude et al. (2006): 175","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"185",1753,"Trechinae","Bembidiini","Bembidiina","bembidion","Peryphanes","stephensii","Crotch",1866,"Central Europe","widespread","AU,BE,BH,BY,CT,CZ,DE,EN,FI,FR,GB,GE,GR,HU,IR,IT,LA,LT,LU,MC,MD,NL,NR,NT,RO,SK,SL,SP,SV,SZ,UK,TR","winged",6,5,"25 - 50 %","Predator","checked","","","","1,3,5,8","Imago","","","checked","","",NA,"J. M?ller (1918): 57",1,350,51,9,1753,1753,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 186","Turin (2000):292, Lindroth (1985/86): 191","Freude et al. (2006): 186","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"186",1756,"Trechinae","Bembidiini","Bembidiina","bembidion","Sinechostictus","stomoides","Dejean",1831,"Central Europe","widespread","AU,BE,BU,CR,CZ,FR,GE,HU,IT,LS,MD,NL,RO,SK,SP,SL,SZ,UK,ST,ST","winged",6,5,"25 - 50 %","Predator","checked","","","","3,4","Imago","","","checked","","",NA,"",1,350,51,9,1756,1756,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 195","Desender (1989): 29","Freude et al. (2006): 195","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"187",1759,"Trechinae","Bembidiini","Bembidiina","bembidion","Odontium","striatum","Fabricius",1792,"Central Europe","widespread","AU,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GE,HU,IT,LA,LT,MD,NL,NT,PT,RO,SK,SL,SP,ST,SZ,UK,YU,TR,WS","winged",7,5,"25 - 50 %","Predator","checked","","","","3","Imago","","","checked","","",NA,"Ortuno & Toribio (2005): 170",1,350,51,9,1759,1759,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Ortuno & Toribio (2005): 301","Ortuno & Toribio (2005): 301","Ortuno & Toribio (2005): 301","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
