"genus","species","newcarabids_carabidid_carabids_other","newcarabids_carabididref_carabids_other","newcarabids_countries_carabids_other","newcarabids_distributionarea_carabids_other","newcarabids_distributioncenterlatitude_carabids_other","newcarabids_distributioncenterlongitude_carabids_other","newcarabids_eyesize_carabids_other","newcarabids_hindwingdevelopment_carabids_other","newcarabids_isactive_carabids_other","newcarabids_range_carabids_other","newcarabids_referenceid_carabids_other","newcarabids_region_carabids_other","newcarabids_subfamily_carabids_other","newcarabids_subgenus_carabids_other","newcarabids_tribe_carabids_other","newcarabids_yearofdesc_carabids_other","newmartin2019_family_martin2019_other","newmartin2019_speciesid_martin2019_other","newmartin2019_taxonomic_group_martin2019_other","newsesync_aphidalter_sesync_other","newsesync_code_sesync_other","newsesync_overwinter_sesync_other","newsesync_realm_sesync_other","newsesync_region_sesync_other","newsesync_speciesid_sesync_other","newsesync_system_sesync_other","newtamburini_n..studies_tamburini_other","newtamburini_order_tamburini_other","newtamburini_specieslatin_tamburini_other","newjeppsson_adult.activity.period..days._jeppsson_other","newjeppsson_generation.time..years._jeppsson_other","newjeppsson_red.list.classification..2010._jeppsson_other","newjeppsson_species.name_jeppsson_other","newglobalants_activity_globalants_other","newglobalants_caste_globalants_other","newglobalants_colony.type_globalants_other","newarthropodtraits_family_arthropodtraits_other","newarthropodtraits_order_arthropodtraits_other","newarthropodtraits_speciesid_arthropodtraits_other","newarthropodtraits_suborder_arthropodtraits_other","newcarabids_hibernation_carabids_other","newcarabids_subtribe_carabids_other","newsesync_host_alternating_sesync_other","newemerystickytrap_family_emerysticky_other","newemerystickytrap_functionalgroup_emerysticky_other","newemerystickytrap_location_emerysticky_other","newemerystickytrap_number_emerysticky_other","newemerystickytrap_order_emerysticky_other","newemerystickytrap_presence_emerysticky_other","newcarabids_reprospring_carabids_other","newcarabids_reprosummer_carabids_other","newcarabids_activityend_carabids_other","newcarabids_activitystart_carabids_other","newemerystickytrap_moreinfo_emerysticky_other","newcarabids_reproautumn_carabids_other","newemerypitfalltrap_bnhm_id_emerypit_other","newemerypitfalltrap_extrainfo_emerypit_other","newemerypitfalltrap_family_emerypit_other","newemerypitfalltrap_functionalgroup_emerypit_other","newemerypitfalltrap_idverified_emerypit_other","newemerypitfalltrap_number_emerypit_other","newemerypitfalltrap_order_emerypit_other","newemerypitfalltrap_sizecat_emerypit_other","newemerypitfalltrap_guild_emerypit_other","newemerypitfalltrap_subtribe_emerypit_other","newemerypitfalltrap_tribe_emerypit_other","newemerypitfalltrap_class_emerypit_other"
"asaphidion","flavipes","1085","1085","ABARAUBEBHBYCRCTCZDEENFIFRGBGEGRHUIRITLALTMCMDNLNRNTPTSKSLSPSTSVSZUKYUTUKZWS","350","51","9","25 - 50 %","winged","1","widespread","1085","Central Europe","Trechinae",NA,"Bembidiini","1761","Carabidae","Asaphidion flavipes","carabid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Bembidiina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asaphidion","pallipes","1092","1092","AUBEBHBYCTCZDEENFIFRGBGEGRHUIRITLALTMDNLNRNTPTSKSLSPSTSVSZUKYUESKZWS","350","51","9","25 - 50 %","winged","1","widespread","1092","Central Europe","Trechinae",NA,"Bembidiini","1812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Bembidiina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asaphidion","stierlini","1096","1096","AUBEFRGBGEGRITNLPTSPMO","350","51","9","25 - 50 %","winged","1","widespread","1096","Central Europe","Trechinae",NA,"Bembidiini","1880","Carabidae","Asaphidion stierlini","carabid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Bembidiina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asemum","striatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","2","0","Asemum striatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asemum","tenuicorne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","2","3","Asemum tenuicorne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asthenargus","paganus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linyphiidae","Asthenargus paganus","spider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","aegra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta aegra","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta aegra","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","aeneipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta aeneipennis","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","amplicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta amplicollis","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","atramentaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta atramentaria","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","britanniae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta britanniae","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","cauta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta cauta","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta cauta","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","celata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta celata","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta celata","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","crassicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta crassicornis","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta crassicornis","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","elongatula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta elongatula","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta elongatula","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta fungi","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta fungi","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","graminicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta graminicola","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","harwoodi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta harwoodi","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","inquinula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta inquinula","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","laticollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta laticollis","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","liliputana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta liliputana","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","longicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta longicornis","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","macrocera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta macrocera","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta macrocera","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","malleus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta malleus","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta nigra","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","oblita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta oblita","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","orbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta orbata","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta orbata","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta palustris","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta palustris","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","pittionii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta pittionii","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","putrida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta putrida","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","ravilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta ravilla","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","triangulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Atheta triangulum","staphylinid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae","Coleoptera","Atheta triangulum","Polyphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aulonia","albimana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycosidae","Aulonia albimana","spider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auplopus","carbonarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pompilidae","Auplopus carbonarius","aculeate wasp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"azteca","sp.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper","Worker","Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bactrocera","oleae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","pare01","pupae","Palearctic","andalusia","bactrocera oleae","perrenial","1","Diptera","Bactrocera oleae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badister","bullatus","1125","1125","AUBEBHBUBYCRCTCZDEENFIFRGBGEGGHUITLALTLUNLNRPLROSKSLSTSVSZTRUKYUINIQKZTRUZWS","350","51","9","25 - 50 %","winged","1","widespread","1125","Central Europe","Harpalinae","Badister","Licinini","1798","Carabidae","Badister bullatus","carabid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carabidae","Coleoptera","Badister bullatus","Adephaga","Imago","Licinina",NA,NA,NA,NA,NA,NA,NA,"checked","checked","July","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badister","collaris","1126","1126","ARAUAZBHBUBYCRCTCZDEFRGBGEGGHUITMCPTSKSPSTSVSZUKYUMOINIQISKZLESYTRUZWS","350","51","9","25 - 50 %","winged","1","widespread","1126","Central Europe","Harpalinae","Baudia","Licinini","1844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Licinina",NA,NA,NA,NA,NA,NA,NA,"checked","checked","July","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badister","dilatatus","1128","1128","ALARAUAZBEBHBUBYCRCTCZDEENFIFRGBGEGGGRHUITLALTNLNRNTPLSKSLSPSVSZUKYUESKZSYWS","350","51","9","25 - 50 %","winged","1","widespread","1128","Central Europe","Harpalinae","Baudia","Licinini","1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Licinina",NA,NA,NA,NA,NA,NA,NA,"checked","checked","July","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badister","dorsiger","1129","1129","AUBYCTCZDEGEHUPLSKSTWS","350","51","9","25 - 50 %","winged","1","widespread","1129","Central Europe","Harpalinae","Trimorphus","Licinini","1812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Licinina",NA,NA,NA,NA,NA,NA,NA,"checked","checked","July","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badister","lacertosus","1134","1134","AUBEBUBYCTCZDEFIFRGEHUNLNRSKSLSTSVSZFEKIKZ","350","51","9","25 - 50 %","winged","1","widespread","1134","Central Europe","Harpalinae","Badister","Licinini","1815","Carabidae","Badister lacertosus","carabid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Licinina",NA,NA,NA,NA,NA,NA,NA,"checked","checked","July","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badister","meridionalis","1136","1136","ABAUBEBHBUBYCTCZDEFRGBGEGGHUITMDNLPLPTSKSPSTSVSZUKAGMOTUKA","350","51","9","25 - 50 %","winged","1","widespread","1136","Central Europe","Harpalinae","Badister","Licinini","1925","Carabidae","Badister meridionalis","carabid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Licinina",NA,NA,NA,NA,NA,NA,NA,"checked","checked","July","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badister","peltatus","1139","1139","ALAUBEBHBYCRCTCZDEENFIFRGBGEGRHUITLAMDNLNTPLROSKSLSPSTSVSZUKYUESFETR","350","51","9","25 - 50 %","winged","1","widespread","1139","Central Europe","Harpalinae","Baudia","Licinini","1796","Carabidae","Badister peltatus","carabid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Licinina",NA,NA,NA,NA,NA,NA,NA,"checked","checked","July","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badister","sodalis","1143","1143","AUAZBEBHBUBYCTCZDEENFRGBGEGGHUITLALTNLPLROSKSLSPSTSVSZUKTRWS","350","51","9","25 - 50 %","dimorphic","1","widespread","1143","Central Europe","Harpalinae","Trimorphus","Licinini","1812","Carabidae","Badister sodalis","carabid beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Licinina",NA,NA,NA,NA,NA,NA,NA,"checked","checked","July","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badister","unipustulatus","1144","1144","ALARAUAZBEBHBUBYCTCZDEENFIFRGBGEGGGRHUITLALTMAMDNLPLROSKSLSPSTSVUKYUKZTRUZWS","350","51","9","25 - 50 %","winged","1","widespread","1144","Central Europe","Harpalinae","Badister","Licinini","1813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Imago","Licinina",NA,NA,NA,NA,NA,NA,NA,"checked","checked","July","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baryphyma","pratense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linyphiidae","Araneae","Baryphyma pratense","Labidognatha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baryphyma","trifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linyphiidae","Baryphyma trifrons","spider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bathyphantes","approximatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linyphiidae","Araneae","Bathyphantes approximatus","Labidognatha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bathyphantes","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linyphiidae","Bathyphantes gracilis","spider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linyphiidae","Araneae","Bathyphantes gracilis","Labidognatha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bathyphantes","parvulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linyphiidae","Bathyphantes parvulus","spider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linyphiidae","Araneae","Bathyphantes parvulus","Labidognatha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bathyphantes","similis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linyphiidae","Bathyphantes similis","spider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
