"genus","species","newcarabids_trophiclevel_carabids_feeding","newmartin2019_agricultural_specialist_martin2019_feeding","newmartin2019_diet_breadth_martin2019_feeding","newmartin2019_diet_life_history_martin2019_feeding","newmartin2019_functional_group_martin2019_feeding","newsesync_finalfeeding_sesync_feeding","newsesync_trophic.level_sesync_feeding","newtamburini_host.plants.of.economic.concern_tamburini_feeding","newglobalants_diet_globalants_feeding","newarthropodtraits_feeding_guild_arthropodtraits_feeding","newarthropodtraits_feeding_guild_short_arthropodtraits_feeding","newarthropodtraits_feeding_mode_arthropodtraits_feeding","newemerystickytrap_diet_emerysticky_feeding","newemerystickytrap_dietbreadth_emerysticky_feeding","newemerystickytrap_trophiclevel_emerysticky_feeding","newarthropodtraits_feeding_specialization_arthropodtraits_feeding","newarthropodtraits_feeding_tissue_arthropodtraits_feeding","newcarabids_collembolehunter_carabids_feeding","newcarabids_visualhunter_carabids_feeding","newarthropodtraits_feeding_plant_part_arthropodtraits_feeding","newarthropodtraits_endophagous_lifestyle_arthropodtraits_feeding","newcarabids_isopodhunter_carabids_feeding","newcarabids_snailhunter_carabids_feeding","newemerypitfalltrap_dietbreadth_emerypit_feeding","newemerypitfalltrap_feedingtype_emerypit_feeding","newemerypitfalltrap_trophiclevel_emerypit_feeding","newemerypitfalltrap_huntingstrategy_emerypit_feeding"
"crematogaster","cf. flavicornis",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf. major",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf. pythia",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf._biroi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf._rogenhoferi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","cf._subnuda",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","coarctata",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","distans",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","elysii",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","emeryi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","flavitarsis",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","frivola",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","laeviceps gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","laeviceps gp. sp. SS 1 & sp. SS 2",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","limata",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","lineolata",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","modiglianii",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","natalensis",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","obnigra",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","paradoxa",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","polita",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","queenslandica",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","queenslandica gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sordidula",NA,NA,NA,NA,NA,NA,NA,NA,"Sugar feeder + generalist 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp. 11 aff. fritzi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp. 15 aff. flavicornis",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp. 6",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp. 7 aff. fritzi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.06",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.08",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.11",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.3GroupA",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.5",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp._2_australis_complex",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp._4_Group_A",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sp.prox. Obscurata",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","sumichrasti",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","tarsata",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","un02",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","un03",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","un04",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creonitades","dilutus",NA,NA,NA,NA,NA,"General","herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creontiades","dilutus",NA,NA,NA,NA,NA,NA,NA,"Cotton legumesother crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cryptoblabes","gnidiella",NA,NA,NA,NA,NA,"General","herbivore","Grapes wheat citrus fruits apples pomegrenades other crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cychrus","attenuatus","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA
"cychrus","caraboides","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA
"cycloneda","ancoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cycloneda","emarginada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cycloneda","limbicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cycloneda","sanguinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,"Specialist",NA,"Predator",NA
"cynipoidea","",NA,NA,"specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","costatus",NA,NA,NA,NA,NA,NA,NA,NA,"Fungivore 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","lectus",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","minutus",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","olitor",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","plaumanni",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","rimosus",NA,NA,NA,NA,NA,NA,NA,NA,"Fungivore 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp. 24",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp.20",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","strigatus",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","strigatus sp.1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","transversus",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"delia","radicum",NA,NA,NA,NA,NA,"Specialist","herbivore","Brassicas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"demetrias","atricapillus","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"demetrias","imperialis","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"demetrias","monostigma","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dendrocerus","carpenteri",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","annulipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","flavilinea",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","ruber",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","trifasciatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diabrotica","barberi",NA,NA,NA,NA,NA,NA,NA,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diabrotica","speciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Generalist",NA,"Herbivore",NA
"diabrotica","virgifera",NA,NA,NA,NA,NA,"Specialist","herbivore","Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diachromus","germanus","Herbivore","no","generalist","same_diet","predator",NA,NA,NA,NA,"c-h","o","c",NA,NA,NA,"p",NA,NA,NA,"l-r-se",NA,NA,NA,NA,NA,NA,NA
"diaea","dorsata",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","cavus",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","lignicola",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","microgastri",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicymbium","nigrum",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicymbium","tibiale",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diglyphus","isaea",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinaraea","angustula",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinoptera","collaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","agapitus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","argentenicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","faustinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","jane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","petronilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","seminulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","sp11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","sp43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","tucumanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","cristatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","graecus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","latifrons",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","marijae",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","picinus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplostyla","concolor",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipogon","",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipogon","subintermedius",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipogon","variegatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discoelius","zonalis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","149",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","denticulata",NA,NA,NA,NA,NA,NA,NA,NA,"Specialist predator 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","humilis",NA,NA,NA,NA,NA,NA,NA,NA,"Specialist predator 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","neotropica",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","sauteri",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","sexarticulata",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dismodicus","bifrons",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dismodicus","elevatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dolichus","halensis","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dolycoris","baccarum",NA,"no","generalist","same_diet","non-pest herbivore",NA,NA,NA,NA,"h","h","s",NA,NA,NA,"p","r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","lutetianus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","praeficus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","pusillus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","villicus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drepanotylus","uncatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","agilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","angustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","fenestratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","meridionalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","quadraticollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","quadrimaculatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","schneideri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drusilla","canaliculata",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drypta","dentata","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschiriodes","tristis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","aeneus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","agnatus","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
