genus,species,country_sesync_invasive,invasive.status_tamburini_invasive,invasive_sesync_invasive,study.area_tamburini_invasive,continent_globalants_invasive,invasive.to.political.region1_globalants_invasive,political.region1_globalants_invasive,countryconfirmed_emerysticky_invasive,nat_inv_un_emerysticky_invasive,number_agree,final_answer
quedius,cinctus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quedius,nitipennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quedius,ochripennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quedius,paradisianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quedius,vexans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhagium,inquisitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhagium,mordax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhagium,sycophanta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhagoletis,cerasi,NA,Native,NA,Europe,NA,NA,NA,NA,NA,1,native
rhagonycha,fulva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhagonycha,limbata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhagonycha,lutea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhagonycha,testacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rhopalosiphum,padi,sweden,Native,native,Europe,NA,NA,NA,NA,NA,2,native
rhyzobius,lophanthae,NA,NA,NA,NA,NA,NA,NA,Australia,Inv,1,invasive
rhyzobius,litura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
robertus,arundineti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
robertus,kuehnae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
robertus,lividus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
robertus,neglectus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rogeria,antcnp_sp2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
rogeria,antcnp_sp3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
rogeria,creightoni,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
rogeria,foreli,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
rogeria,inermis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
rogeria,sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
rogeria,sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
rogeria,stigmatica,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
rogeria,sp.01,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
rogeria,sp.02,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
ropalopus,femoratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ropalopus,macropus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rosalia,alpina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rutpela,maculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saldula,opacula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saldula,orthochila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saldula,pallipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saldula,saltatoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saperda,carcharias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saperda,perforata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saperda,populnea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saperda,scalaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saperda,similis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sapyga,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sapyga,clavicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sapyga,quinquepunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scopaeus,laevigatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scymnus,loewii,NA,NA,NA,NA,NA,NA,NA,NAM,Inv,1,invasive
scymnus,auritus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scymnus,femoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scymnus,ferrugatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scymnus,frontalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scymnus,haemorrhoidalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scymnus,mimulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scymnus,suturalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scymnus,citreus,NA,NA,NA,NA,NA,NA,NA,AR,Nat,31,native
scymnus,pictilis,NA,NA,NA,NA,NA,NA,NA,UY,Nat,32,native
scymnus,rubicundus,NA,NA,NA,NA,NA,NA,NA,UY,Nat,33,native
scymnus,sp,NA,NA,NA,NA,NA,NA,NA,Un,Un,NA,NA
scymnus,sp1,NA,NA,NA,NA,NA,NA,NA,Un,Un,NA,NA
semanotus,undatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sericomyrmex,amabilis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
sericomyrmex,scrobifer,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
silometopus,elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
silometopus,reussi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sintula,corniger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sitobion,avenae,sweden,Native,native,Europe South America,NA,NA,NA,NA,NA,2,native
solenopsis,invicta,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
solenopsis,papuana,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
solenopsis,1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,19,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,abdita/carolinensis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,antcnp_sp1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,antcnp_sp3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,globularia littoralis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,jtsp1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,lash4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,lash6,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,molesta,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,nickersoni,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,picea,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.10,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.11,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.5,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.6,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.7,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.8,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp.9,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp._1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp._2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp._9,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,subterranea,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,tennesseensis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,terricola,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,yellow,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
solenopsis,sp. 07,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
solenopsis,sp.01,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
solenopsis,sp.04,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
solenopsis,sp.06,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
solenopsis,sp.12,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
solenopsis,sp.14,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
solenopsis,substituta,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
solenopsis,tridens,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
solenopsis,sp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sphaerophoria,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sphaerophoria,batava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sphaerophoria,interrupta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sphaerophoria,rueppellii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sphaerophoria,scripta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sphaerophoria,taeniata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sphaerophoria,virgata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sphecidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spondylis,buprestoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
staphylinidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steatoda,albomaculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stemonyphantes,lineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenocorus,meridianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenolophus,mixtus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenolophus,skrimshiranus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenolophus,teutonus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenostola,dubia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenotus,binotatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenotus,rubrovittatus,japan,Native,native,Eastern Asia,NA,NA,NA,NA,NA,2,native
stenurella,melanura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenurella,nigra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,brunnipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,canaliculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,cicindeloides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,circularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,clavicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,flavipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,fulvicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,geniculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,impressus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,pallipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,pusillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stenus,similis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stethorus,sp8,NA,NA,NA,NA,NA,NA,NA,AR,Nat,34,native
stictoleptura,maculicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stictoleptura,rubra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stictoleptura,scutellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stigmus,pendulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stigmus,solskyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stomis,pumicatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strangalia,attenuata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strumigenys,brevicornis,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
strumigenys,cordovensis,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
strumigenys,emmae,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
strumigenys,godeffroyi,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
strumigenys,lanuginosa,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
strumigenys,subedentata,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
strumigenys,1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,151,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,35,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,7,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,79,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,cf. racabura,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,elongata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,horvathi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,inusitata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,louisianae,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,marginiventris,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,mek1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,mek2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,saliens,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,schmalzi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,sp. 2 cf. szalayi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,sp.3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,sp.4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,sp.5,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,sp.6,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,treptodens,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,zeteki,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
strumigenys,sp. 09,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
strumigenys,sp.09,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
strumigenys,xenochelyna,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
strumigenys,eggersi,NA,NA,NA,NA,South America,Native,Brazil,NA,NA,1,native
symmorphus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
symmorphus,bifasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
symmorphus,crassicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
symmorphus,debilitatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
symmorphus,fuscipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
symmorphus,gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syntomus,foveatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syntomus,obscuroguttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syntomus,pallipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syntomus,truncatellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
synuchus,vivalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syrphidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syrphus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syrphus,ribesii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syrphus,torvus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syrphus,vitripennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachinidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachinus,fimetarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachinus,laticollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachinus,marginellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachinus,signatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,abdominalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,atriceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,chrysomelinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,dispar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,hypnorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,nitidulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,obtusus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,pusillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,scitulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachyporus,solutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tallusia,experta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tapinocyba,insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tapinocyba,praecox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tapinoma,melanocephalum,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
tapinoma,sessile,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
tapinoma,erraticum,NA,NA,NA,NA,Europe,Native*,Spain,NA,NA,1,native
tapinoma,189,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
tapinoma,62,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
tapinoma,b,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
tapinoma,cf. indicum,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
tapinoma,madeirense,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
tapinoma,sp. 3 aff. williamsi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
tapinoma,sp.4minutumgroup,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
tapinoma,sp._1_minutum_gp,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
tapinoma,sp._2_minutum_gp,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,albipes,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
technomyrmex,difficilis,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
technomyrmex,antennus,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
technomyrmex,obscurior,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
technomyrmex,121,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,163,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,20,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,202,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,54,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,61,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,albicoxis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,brunneus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,gilvus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,jocosus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
technomyrmex,un01,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
tecia,solanivora,colombia,Native,native,South America,NA,NA,NA,NA,NA,2,native
tegenaria,silvestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
temnostethus,gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
temnostethus,pusillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tenuiphantes,flavipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tenuiphantes,mengei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tenuiphantes,tenebricola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tenuiphantes,tenuis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tenuiphantes,zimmermanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetragnatha,extensa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetragnatha,montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetragnatha,obtusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetragnatha,pinicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetragnatha,reimoseri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetragnatha,striata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetropium,castaneum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetropium,fuscum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetrops,praeustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tetrops,starkii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thaumatotibia,leucotreta,israel,Native,native,Western Asia,NA,NA,NA,NA,NA,2,native
theridiidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
theridion,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
theridion,boesenbergi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
theridion,melanurum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
theridion,pictum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
theridion,pinastri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
theridion,varians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
therioaphis,trifolii,serbia,Native,native,Europe,NA,NA,NA,NA,NA,2,native
thyreosthenius,biovatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tinotus,morion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tiphia,femorata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tiso,vagans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trachymyrmex,bugnioni,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
trachymyrmex,cornetzi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
trachymyrmex,iisthmica,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
trachymyrmex,isthmica,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
trachymyrmex,mek1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
trachymyrmex,septentrionalis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
trachymyrmex,sp.4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
trachymyrmex,zeteki,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
trachymyrmex,sp. 05,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
trachymyrmex,sp. 15,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
trachymyrmex,sp.09,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
trachymyrmex,sp.11,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
tragosoma,depsarium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trechoblemus,micros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trechus,obtusus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trechus,quadristriatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trechus,rubens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trechus,secalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trialeurodes,vaporariorum,NA,Native,NA,South America,NA,NA,NA,NA,NA,1,native
trichrysis,cyanea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trigonotylus,ruficornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trigonotylus,caelestialium,japan,Native,native,Eastern Asia,NA,NA,NA,NA,NA,2,native
trochosa,robusta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trochosa,ruricola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
