"genus","species","newcarabids_habitatpreference_carabids_habitat","newmartin2019_overwintering_habitat_martin2019_habitat","newmartin2019_stratum_martin2019_habitat","newsesync_crops_sesync_habitat","newsesync_finalhabitat_sesync_habitat","newsesync_overwinter.location_sesync_habitat","newtamburini_habitat.breadth_tamburini_habitat","newtamburini_host.breadth..n..host.families._tamburini_habitat","newjeppsson_larval.host.plants..nr.._jeppsson_habitat","newjeppsson_overwintering.stage..adult.larvae._jeppsson_habitat","newjeppsson_substrate.utilization.breadth..nr.._jeppsson_habitat","newarthropodtraits_stratum_use_arthropodtraits_habitat","newarthropodtraits_stratum_use_short_arthropodtraits_habitat","newemerystickytrap_habitat_emerysticky_habitat","newemerypitfalltrap_habitat_emerypit_habitat"
"leistus","spinibarbis","6789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","terminatus","1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lepidoptera","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lepthyphantes","",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptinotarsa","decemlineata",NA,NA,NA,"solanum tuberosum","Generalist","soil of woody areas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","diminuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","exigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","kitteli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","rufida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","sp._nr._conigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptura","quadrifasciata",NA,NA,NA,NA,NA,NA,NA,NA,"12","L","2",NA,NA,NA,NA
"lepturalia","nigripes",NA,NA,NA,NA,NA,NA,NA,NA,"2","L","2",NA,NA,NA,NA
"lepturobosca","virens",NA,NA,NA,NA,NA,NA,NA,NA,"3","L","2",NA,NA,NA,NA
"licinus","cassideus","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"licinus","depressus","1679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"licinus","hoffmannseggii","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"licinus","oblongus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"liocranoeca","striata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lionychus","quadrillum","389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"liriomyza","huidobrensis",NA,NA,NA,NA,NA,NA,"Habitat generalist","20",NA,NA,NA,NA,NA,NA,NA
"liriomyza","sativae",NA,NA,NA,"lactuca sativa","crop","soil","Habitat generalist","33",NA,NA,NA,NA,NA,NA,NA
"lobesia","botrana",NA,NA,NA,"vitis vinifera","Generalist","Generalist","Crop specialist","27",NA,NA,NA,NA,NA,NA,NA
"loricera","pilicornis","15","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","gemellatus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"lygus","hesperus",NA,NA,NA,"gossypium hirsutum","Generalist","brush","Habitat generalist","24",NA,NA,NA,NA,NA,NA,NA
"lygus","lineolaris",NA,NA,NA,"fragaria x ananassa","Generalist","brush","Habitat generalist","55",NA,NA,NA,NA,NA,NA,NA
"lygus","pratensis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"lygus","rugulipennis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"lygus","wagneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"macrocentrus","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"macrosiphum","euphorbiae",NA,NA,NA,"lactuca sativa","non_crop","alternate_host","Habitat generalist","20",NA,NA,NA,NA,NA,NA,NA
"mangora","acalypha",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"medon","",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"megatoma","undata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meioneta","affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"meioneta","rurestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"meioneta","saxatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"melanostoma","",NA,"natural margin crop","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melanostoma","mellinum",NA,"natural margin crop","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melanostoma","scalare",NA,"natural margin crop","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","aeneus",NA,"natural margin crop","aerial","triticum aestivum","Generalist","brush","Habitat generalist","4",NA,NA,NA,"h","h",NA,NA
"meligethes","brachialis",NA,"natural margin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","carinulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","coeruleovirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","coracinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","difficilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","flavimanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t","t",NA,NA
"meligethes","maurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","morosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","nigrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","ovatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","persicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","rotundicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","ruficornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","subaeneus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","symphyti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","umbrosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"meligethes","viridescens",NA,"natural margin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"melittobia","acasta",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesosa","curculionoides",NA,NA,NA,NA,NA,NA,NA,NA,"5","A","1",NA,NA,NA,NA
"mesosa","nebulosa",NA,NA,NA,NA,NA,NA,NA,NA,"5","A","2",NA,NA,NA,NA
"mesus","rugatifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground"
"metopolophium","dirhodum",NA,"natural margin","ground/veg","triticum aestivum","non_crop","alternate_host","Habitat generalist","5",NA,NA,NA,NA,NA,NA,NA
"micaria","albovittata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","coarctata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","dives",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","formicaria",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","guttigera",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","pulicaria",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"micaria","rossica",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micrargus","apertus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micrargus","herbigradus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"micrargus","subaequalis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"microlestes","fissuralis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlestes","maurus","16789","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlestes","minutulus","16789","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlinyphia","pusilla",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"micromus","angulatus",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micromus","variegatus",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"molops","elatus","2679","natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"molops","piceus","5679","natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"molorchus","minor",NA,NA,NA,NA,NA,NA,NA,NA,"2","A","2",NA,NA,NA,NA
"molorchus","umbellatarum",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","2",NA,NA,NA,NA
"monocephalus","fuscipes",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monochamus","galloprovincialis",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"monochamus","sutor",NA,NA,NA,NA,NA,NA,NA,NA,"2","L","1",NA,NA,NA,NA
"monochamus","urussovii",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"monodontomerus","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monodontomerus","obscurus",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monodontomerus","obsoletus",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","?fieldi  fieldi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","donisthorpei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","fieldi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","flavipes gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","floricola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","intrudens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","leae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","leave laeve gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","leave laeve gp. sp. SS 2 & leave laeve gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","musicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","nigrius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","pharaonis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","rothsteini gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sordidum gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sordidum gp. sp. SS 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sordidum gp. sp. SS 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp. 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp. 5 aff. floricola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._14_nigrius_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._1_rothsteini_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._24_laeve_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._26_sydneyense_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._33_laeve_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._37_nigrius_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._39_nigrius_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._7_insolescens_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._8_carinatum_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","taedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","un01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","viride",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","bimaculatus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","forticornis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","lepidus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","longulus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","nigricollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"myzus","cerasi",NA,"natural margin crop","ground/veg","prunus avium","non_crop","alternate_host","Habitat generalist","6",NA,NA,NA,NA,NA,NA,NA
"nabis","",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","brevis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"nabis","ferus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"nabis","flavomarginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"nabis","limbatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"nabis","pseudoferus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"nabis","punctatus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","rugosus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"nasonovia","ribisnigri",NA,NA,NA,"lactuca sativa","non_crop","alternate_host","Crop specialist","4",NA,NA,NA,NA,NA,NA,NA
"nebria","brevicollis","146","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","germarii","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","hellwigii","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","jockischii","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","livida","138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","picicornis","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","rufescens","236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","salina","14789","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"necydalis","major",NA,NA,NA,NA,NA,NA,NA,NA,"6","L","2",NA,NA,NA,NA
"nehemitropia","lividipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"neoscona","adianta",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nivellia","sanguinosa",NA,NA,NA,NA,NA,NA,NA,NA,"4","L","1",NA,NA,NA,NA
"nothorhina","muricata",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"notiophilus","aestuans","1789","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","aquaticus","124679","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","biguttatus","124569","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","germinyi","1246789","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","laticollis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","palustris","16789","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","quadripunctatus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","rufipes","567","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"notiophilus","substriatus","1459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"notoxus","monoceros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"nysius","cymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"nysius","ericae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"nysius","senecionis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"nysius","thymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"oberea","linearis",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"oberea","oculata",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"obrium","brunneum",NA,NA,NA,NA,NA,NA,NA,NA,"2","L","2",NA,NA,NA,NA
"obrium","cantharinum",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","2",NA,NA,NA,NA
"octostruma","balzani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"octostruma","petiolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"octostruma","rugifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"octostruma","sp.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"octostruma","stenognatha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocypus","brunnipes",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocypus","fuscatus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocypus","nero",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocypus","nitens",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocys","harpaloides","45","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocys","quinquestriatus","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","bauri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","chelifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","meinerti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","monticola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","relictus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","simillimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","sp._Nr._Turneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odontomachus","testaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oedothorax","",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oedothorax","agrestis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oedothorax","apicatus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oedothorax","fuscus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oedothorax","gibbosus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oedothorax","retusus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oligomyrmex","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligomyrmex","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligomyrmex","128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligomyrmex","142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligomyrmex","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligomyrmex","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligota","inflata",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligota","parva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oligota","pusillima",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"omalium","caesum",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"omalium","excavatum",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"omalium","rivulare",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"omalus","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"omalus","aeneus",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"omalus","puncticollis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ontholestes","murinus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oodes","gracilis","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oodes","helopioides","1345","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
