scope,species,question,answer,unknown,known,question last word
Predation and movement ability - Body size,hypera postica,are hypera postica larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,hypothenemus hampei,are hypothenemus hampei large insects?,unknown (24),1,0,insects?
Predation and movement ability - Body size,hypothenemus hampei,are hypothenemus hampei larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,hypothenemus hampei,are hypothenemus hampei larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,ilyobates subopacus,are ilyobates subopacus large insects?,unknown (24),1,0,insects?
Predation and movement ability - Body size,ilyobates subopacus,are ilyobates subopacus larger than prey?,unknown (3),1,0,prey?
Predation and movement ability - Body size,jacksonella falconeri,are jacksonella falconeri large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,ilyobates subopacus,are jacksonella falconeri larger than competitors?,unknown (15),1,0,competitors?
Predation and movement ability - Body size,jacksonella falconeri,are jacksonella falconeri larger than prey?,unknown (18),1,0,prey?
Predation and movement ability - Body size,labidus coecus,are labidus coecus large insects?,unknown (24),1,0,insects?
Predation and movement ability - Body size,labidus coecus,are labidus coecus larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,labidus coecus,are labidus coecus larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,larinioides cornutus,are larinioides cornutus large insects?,"larinioides cornutus males range from 5 to 9 mm (1), females from 6 to 14 mm (0), leg spans range from 18 to 35 cm (0)",0,1,insects?
Predation and movement ability - Body size,larinioides cornutus,are larinioides cornutus larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,larinioides cornutus,are larinioides cornutus larger than prey?,"yes (3), they can capture prey that are much larger than themselves (1)",0,1,prey?
Predation and movement ability - Body size,lathrobium fulvipenne,are lathrobium fulvipenne large insects?,759 mm lathrobium fulvipenne is larger than most microphthalmous lathrobium known from virginia and west virginia (0),0,1,insects?
Predation and movement ability - Body size,lathrobium fulvipenne,are lathrobium fulvipenne larger than competitors?,lathrobium fulvipenne is larger than most microphthalmous lathrobium known from virginia and west virginia (1),0,1,competitors?
Predation and movement ability - Body size,lathrobium fulvipenne,are lathrobium fulvipenne larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,leistus ferrugineus,are leistus ferrugineus large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,leistus ferrugineus,are leistus ferrugineus larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,leistus ferrugineus,are leistus ferrugineus larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,leistus ferrugineus,are leptinotarsa decemlineata large insects?,38 inch long about 05 inch long 12 inch long 8 to 10 mm they are about an inch long (0),0,1,insects?
Predation and movement ability - Body size,leptinotarsa decemlineata,are leptinotarsa decemlineata larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,leptinotarsa decemlineata,are leptinotarsa decemlineata larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,liocranoeca striata,are liocranoeca striata large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,liocranoeca striata,are liocranoeca striata larger than competitors?,unknown (17),1,0,competitors?
Predation and movement ability - Body size,liocranoeca striata,are liocranoeca striata larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,liriomyza huidobrensis,are liriomyza huidobrensis large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,liriomyza huidobrensis,are liriomyza huidobrensis larger than competitors?,liriomyza huidobrensis is larger than its competitors (1),0,1,competitors?
Predation and movement ability - Body size,liriomyza huidobrensis,are liriomyza huidobrensis larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,liriomyza sativae,are liriomyza sativae large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,liriomyza sativae,are liriomyza sativae larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,liriomyza sativae,are liriomyza sativae larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,lobesia botrana,are lobesia botrana large insects?,"68 mm (1), 1012 mm (1)",0,1,insects?
Predation and movement ability - Body size,lobesia botrana,are lobesia botrana larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,lobesia botrana,are lobesia botrana larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,loricera pilicornis,are loricera pilicornis large insects?,6 to 85 mm one inch long (0),0,1,insects?
Predation and movement ability - Body size,loricera pilicornis,are loricera pilicornis larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,loricera pilicornis,are loricera pilicornis larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,lygus hesperus,are lygus hesperus large insects?,lygus adults are about 025 inch 6 mm long (0),0,1,insects?
Predation and movement ability - Body size,lygus hesperus,are lygus hesperus larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,lygus hesperus,are lygus hesperus larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,lygus hesperus,are lygus lineolaris large insects?,lygus lineolaris are about 56 mm long by 2530 mm wide adults are inch long (0),0,1,insects?
Predation and movement ability - Body size,lygus lineolaris,are lygus lineolaris larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,lygus lineolaris,are lygus lineolaris larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,macrosiphum euphorbiae,are macrosiphum euphorbiae large insects?,fairly large 17  36 mm long relatively large almost 18 inch long (0),0,1,insects?
Predation and movement ability - Body size,macrosiphum euphorbiae,are macrosiphum euphorbiae larger than competitors?,unknown (24),1,0,competitors?
Predation and movement ability - Body size,macrosiphum euphorbiae,are macrosiphum euphorbiae larger than prey?,unknown (24),1,0,prey?
Predation and movement ability - Body size,mangora acalypha,are mangora acalypha large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,mangora acalypha,are mangora acalypha larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,mangora acalypha,are mangora acalypha larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,megatoma undata,are megatoma undata large insects?,up to 15 mm 6mm (0),0,1,insects?
Predation and movement ability - Body size,megatoma undata,are megatoma undata larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,megatoma undata,are megatoma undata larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,meioneta affinis,are meioneta affinis large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,meioneta affinis,are meioneta affinis larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,meioneta affinis,are meioneta affinis larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,meioneta rurestris,are meioneta rurestris large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,meioneta rurestris,are meioneta rurestris larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,meioneta rurestris,are meioneta rurestris larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,melanostoma mellinum,are melanostoma mellinum large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,melanostoma mellinum,are melanostoma mellinum larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,melanostoma mellinum,are melanostoma mellinum larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,meligethes aeneus,are meligethes aeneus large insects?,unknown (23),1,0,insects?
Predation and movement ability - Body size,meligethes aeneus,are meligethes aeneus larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,meligethes aeneus,are meligethes aeneus larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,melittobia acasta,are melittobia acasta large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,melittobia acasta,are melittobia acasta larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,melittobia acasta,are melittobia acasta larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,mesus rugatifrons,are mesus rugatifrons large insects?,unknown (4),1,0,insects?
Predation and movement ability - Body size,melittobia acasta,are mesus rugatifrons larger than prey?,unknown (1),1,0,prey?
Predation and movement ability - Body size,metopolophium dirhodum,are metopolophium dirhodum large insects?,unknown (22),1,0,insects?
Predation and movement ability - Body size,metopolophium dirhodum,are metopolophium dirhodum larger than competitors?,unknown (25),1,0,competitors?
